STD_YM,BLOCK_CD,X_COORD,Y_COORD,FLOW_POP_CNT_MON,FLOW_POP_CNT_TUS,FLOW_POP_CNT_WED,FLOW_POP_CNT_THU,FLOW_POP_CNT_FRI,FLOW_POP_CNT_SAT,FLOW_POP_CNT_SUN
202001,3.30415E+19,1000033.992,1846479.147,33.74,35.62,33.69,37.13,36.06,32.21,27.16
202001,3.30415E+19,1000033.992,1846529.147,67.05,70.56,66.08,73.19,70.26,58.87,50.15
202001,3.30415E+19,1000033.992,1846579.147,38.05,40.67,38.16,42.17,40.72,34.24,28.48
202001,3.30415E+19,1000033.992,1846629.147,31.13,33.07,31.45,38.76,38.95,30.73,25.5
202001,3.30415E+19,1000033.992,1846679.147,63.36,64.79,63.06,66.68,67.44,64.54,59.4
202001,3.30415E+19,1000033.992,1846729.147,59.97,60.81,60.87,62.77,64.15,62.85,57.67
202001,3.30415E+19,1000033.992,1846779.147,41.73,41.67,39.4,43.46,41.16,28.45,26.59
202001,3.30415E+19,1000033.992,1846829.147,35.55,35.78,33.36,37.19,34.95,22.97,21.33
202001,3.30415E+19,1000033.992,1846879.147,9.66,9.82,9.92,10.21,10.29,9.82,8.93
202001,3.30415E+19,1000033.992,1846929.147,10.98,11.14,10.77,11.18,11.37,10.59,10.08
202001,3.30415E+19,1000033.992,1846979.147,2.77,2.84,2.75,2.84,2.84,2.68,2.53
202001,3.30415E+19,1000033.992,1847029.147,0.94,1.02,0.99,1.01,1.02,0.99,0.9
202001,3.30415E+19,1000033.992,1847129.147,0.26,0.28,0.25,0.28,0.26,0.14,0.11
202001,3.30416E+19,1000033.992,1847179.147,0.34,0.37,0.32,0.37,0.32,0.12,0.11
202001,3.30416E+19,1000033.992,1847229.147,1.06,1.13,0.95,1.15,0.99,0.34,0.28
202001,3.30416E+19,1000033.992,1847279.147,4.04,4.22,4.04,4.45,4.59,4.36,3.48
202001,3.30416E+19,1000033.992,1847329.147,4.61,4.91,4.84,5.01,5.12,5.24,4.4
202001,3.30416E+19,1000033.992,1847379.147,113.47,121.19,120.6,127.39,128.32,126.77,106.27
202001,3.30416E+19,1000033.992,1847429.147,59.79,63.2,62.16,64.66,66.39,67.98,55.22
202001,3.30416E+19,1000033.992,1847479.147,59.01,61.96,62,63.87,65.33,67.37,53.95
202001,3.30416E+19,1000033.992,1847529.147,7.01,7.36,7.2,7.58,7.65,7.4,5.99
202001,3.30416E+19,1000033.992,1847579.147,6.96,7.29,7.08,7.47,7.5,6.94,5.53
202001,3.30416E+19,1000033.992,1847629.147,9.61,10.08,9.84,10.37,10.35,9.5,7.75
202001,3.30416E+19,1000033.992,1847679.147,35.39,37.01,36.83,37.79,39.02,41.3,33.32
202001,3.30416E+19,1000033.992,1847729.147,19.94,20.96,21.07,21.47,22.23,23.75,19
202001,3.30416E+19,1000033.992,1847779.147,47.38,50.25,49.74,52.04,52.27,52.9,42.33
202001,3.30415E+19,1000033.992,1847829.147,49.46,52.2,50.31,53.47,52.92,47.18,38.12
202001,3.30415E+19,1000033.992,1847879.147,17.45,18.47,17.98,18.7,19,17.76,14.13
202001,3.30415E+19,1000033.992,1847929.147,22.58,24.05,23.68,24.93,24.95,23.4,18.61
202001,3.30415E+19,1000033.992,1847979.147,25.98,27.86,26.5,28.54,27.58,22.23,17.73
202001,3.30415E+19,1000033.992,1848029.147,15.47,16.37,16.32,16.9,17.11,17.38,14.06
202001,3.30415E+19,1000033.992,1848079.147,52.13,55.23,51.37,56.03,54.39,42.03,33.37
202001,3.30415E+19,1000033.992,1848129.147,86.37,91.63,88.29,91.79,92.79,86.93,69.18
202001,3.30415E+19,1000033.992,1848179.147,76,79.85,79.66,81.4,84.53,83.03,66.5
202001,3.30415E+19,1000033.992,1848229.147,63.64,66.5,65.51,67.97,69.64,65.37,52.5
202001,3.30415E+19,1000033.992,1848279.147,165.3,172.52,169.96,178.88,182.25,174.51,143.7
202001,3.30415E+19,1000033.992,1848329.147,50.15,51.72,52.66,55.23,55.15,53.01,43.86
202001,3.30415E+19,1000033.992,1848379.147,20.2,20.94,21.9,22.13,23.11,24.26,19.72
202001,3.30415E+19,1000033.992,1848429.147,5.33,5.42,5.49,5.77,5.9,5.54,4.56
202001,3.30416E+19,1000033.992,1848479.147,18.15,18.72,19.55,19.83,20.22,19.83,17.2
202001,3.30416E+19,1000033.992,1848529.147,3.55,3.9,4.11,4.17,4.11,3.87,3.25
202001,3.30416E+19,1000033.992,1848579.147,3.02,3.25,3.32,3.51,3.43,3.36,2.81
202001,3.30416E+19,1000033.992,1848629.147,2.51,2.65,2.74,2.83,2.81,2.86,2.38
202001,3.30416E+19,1000033.992,1848679.147,12.5,13.3,13.53,14.2,14.06,13.99,11.42
202001,3.30416E+19,1000033.992,1848729.147,13.69,14.51,14.27,15.1,14.67,13.93,11.62
202001,3.30416E+19,1000033.992,1848779.147,11.62,12.41,12.2,12.82,12.45,11.85,9.92
202001,3.30416E+19,1000033.992,1848829.147,0.76,0.81,0.76,0.81,0.76,0.65,0.55
202001,3.30416E+19,1000033.992,1848929.147,1.92,2.22,1.96,2.14,2.14,2.22,1.68
202001,3.30415E+19,1000033.992,1849179.147,0.34,0.34,0.35,0.34,0.32,0.25,0.28
202001,3.30415E+19,1000033.992,1849329.147,5.3,5.4,5.47,5.56,5.12,3.6,4.11
202001,3.30415E+19,1000033.992,1849529.147,3.71,2.72,3.37,3.25,3.62,4.01,4.66
202001,3.30415E+19,1000033.992,1849579.147,2.53,1.84,2.44,2.21,2.49,3.39,3.96
202001,3.30445E+19,1000033.992,1850279.147,44.39,43.54,42.59,41.76,40.23,29.7,23.96
202001,3.30445E+19,1000033.992,1850929.147,7.93,7.98,8.09,7.72,7.75,4.38,3.66
202001,3.30445E+19,1000033.992,1850979.147,19.35,18.63,19.09,16.3,19.34,14.99,14.51
202001,3.30445E+19,1000033.992,1851029.147,6.22,6.5,6.2,6,6.87,5.74,4.91
202001,3.30445E+19,1000033.992,1851079.147,13.21,12.64,12.75,10.97,14.23,16.19,15.87
202001,3.30445E+19,1000033.992,1851129.147,4.43,4.52,4.7,4.49,5.21,5.33,4.18
202001,3.30445E+19,1000033.992,1851179.147,1.89,1.85,2.19,1.68,1.55,1.68,1.66
202001,3.30445E+19,1000033.992,1851229.147,9.62,9.76,11.9,10.28,10.49,11.6,10.47
202001,3.30445E+19,1000033.992,1851279.147,4.82,5.32,7.35,5.26,5.46,5.58,6.22
202001,3.30445E+19,1000033.992,1851329.147,1.75,1.84,2.93,2.1,2.07,2.56,2.93
202001,3.30445E+19,1000033.992,1851379.147,23.03,24.28,25.78,24.53,26.35,26.75,24.23
202001,3.30445E+19,1000033.992,1851429.147,43.79,46.18,47.48,46.6,50.98,53.87,50.1
202001,3.30445E+19,1000033.992,1851479.147,9.11,9.61,8.9,9.22,10.05,9.91,8
202001,3.30445E+19,1000033.992,1851529.147,1.68,1.77,2.79,2.01,1.96,2.35,2.7
202001,3.30445E+19,1000033.992,1851629.147,1.64,1.73,2.65,2,1.85,1.82,2.08
202001,3.30445E+19,1000033.992,1851679.147,6.67,6.71,7.7,7.66,7.86,8.02,7.06
202001,3.30446E+19,1000033.992,1851729.147,54.62,56.44,59.97,61.66,64.79,68.64,60.67
202001,3.30446E+19,1000033.992,1851779.147,58.22,60.41,63.89,65.58,68.83,72.06,63.64
202001,3.30446E+19,1000033.992,1851829.147,34.27,36.83,36.98,39.06,41.28,41.36,36.46
202001,3.30446E+19,1000033.992,1851879.147,57.67,61.8,62.4,65.72,69.4,71.76,62.49
202001,3.30446E+19,1000033.992,1851929.147,57.35,61.63,60.9,65.07,68.32,69.38,60.07
202001,3.30446E+19,1000033.992,1851979.147,44.71,48.33,47.13,51.26,53.52,50.52,43.85
202001,3.30446E+19,1000033.992,1852029.147,9.62,10.42,9.92,10.95,11.02,9.13,8.23
202001,3.30446E+19,1000033.992,1852079.147,3.02,3.32,3.11,3.41,3.41,2.72,2.51
202001,3.30446E+19,1000033.992,1852129.147,68.46,73.23,69.93,76.97,77.71,61.96,54.3
202001,3.30446E+19,1000033.992,1852179.147,169.62,181.88,173.95,186.42,186.08,149.41,138.4
202001,3.30446E+19,1000033.992,1852229.147,166.27,172.13,170.93,176.67,175.75,152.3,137.24
202001,3.30446E+19,1000033.992,1852279.147,62.72,66.87,63.37,68.9,68.3,56.97,49.69
202001,3.30446E+19,1000033.992,1852329.147,187.46,194.12,192.9,197.03,197.03,175.45,159.33
202001,3.30446E+19,1000033.992,1852379.147,83.24,87.2,85.09,89.54,87.55,75.66,68.92
202001,3.30445E+19,1000033.992,1852429.147,35.83,38.05,36.98,39.11,37.4,28.59,25.34
202001,3.30445E+19,1000033.992,1852479.147,12.4,12.96,12.4,13.44,12.71,8.79,7.91
202001,3.30445E+19,1000033.992,1852529.147,3.28,3.44,3.41,3.57,3.48,2.98,2.67
202001,3.30445E+19,1000033.992,1852579.147,3.53,3.73,3.74,3.83,3.85,3.67,3.27
202001,3.30445E+19,1000033.992,1852629.147,0.74,0.78,0.76,0.79,0.78,0.65,0.58
202001,3.30445E+19,1000033.992,1852679.147,19.69,20.82,21.65,21.42,22.48,25.04,22.28
202001,3.30445E+19,1000033.992,1852729.147,32.51,33.78,34.66,34.77,36.59,42.11,36.91
202001,3.30445E+19,1000033.992,1852779.147,41.64,43.49,44.71,45.12,46.69,53.4,46.02
202001,3.30445E+19,1000033.992,1852829.147,47.27,49.8,50.13,51.35,52.14,54.88,47.11
202001,3.30445E+19,1000033.992,1852879.147,26.63,27.95,27.99,29.49,28.98,30.39,25.57
202001,3.30445E+19,1000033.992,1852929.147,330.95,349.24,322.33,367.96,329.96,221.63,204.69
202001,3.30445E+19,1000033.992,1852979.147,613.46,659.87,608.16,687.09,626.3,475.27,398.72
202001,3.30445E+19,1000033.992,1853029.147,630.04,674.59,622.78,701.64,643.34,479.75,402.89
202001,3.30445E+19,1000033.992,1853079.147,137.61,147.53,133.87,154.83,138.49,91.05,76.12
202001,3.30445E+19,1000033.992,1853129.147,11.28,11.92,12.22,12.55,13.19,17.73,14.13
202001,3.30445E+19,1000033.992,1853179.147,7.66,7.91,7.91,8.07,8.19,10.22,8.46
202001,3.30445E+19,1000033.992,1853229.147,2.61,2.75,2.74,2.9,2.98,3.51,2.79
202001,3.30445E+19,1000033.992,1853279.147,1.77,1.82,1.73,1.92,1.89,1.87,1.47
202001,3.30445E+19,1000033.992,1853329.147,2.26,2.33,2.22,2.49,2.42,2.4,1.87
202001,3.30445E+19,1000033.992,1853379.147,3.66,3.76,3.58,3.99,3.9,3.88,3.02
202001,3.30445E+19,1000033.992,1853429.147,3.14,3.3,3.25,3.58,3.46,3.37,2.63
202001,3.30445E+19,1000033.992,1853479.147,40.23,42.22,41.99,45.93,44.83,46.41,36.29
202001,3.30445E+19,1000033.992,1853529.147,42.49,44.6,44.45,48.54,47.29,48.95,38.3
202001,3.30445E+19,1000033.992,1853579.147,116.88,123.52,118.52,130.19,132.14,132.03,93.82
202001,3.30445E+19,1000033.992,1853629.147,184.16,193.32,191.1,204.23,207.16,200.68,155.11
202001,3.30445E+19,1000033.992,1853679.147,124.93,131.84,126.73,139.64,142.94,141.97,101.69
202001,3.30445E+19,1000033.992,1853729.147,91.12,96.8,92.97,101.82,104.34,104.09,75.74
202001,3.30445E+19,1000033.992,1853779.147,4.71,5.24,4.94,5.53,5.26,6.62,4.41
202001,3.30441E+19,1000033.992,1854129.147,0.25,0.32,0.25,0.28,0.25,0.07,0.05
202001,3.30441E+19,1000033.992,1854179.147,1.2,1.36,1.15,1.36,1.22,0.28,0.19
202001,3.30441E+19,1000033.992,1854229.147,2.56,3.18,2.58,2.88,2.58,1.73,1.24
202001,3.30441E+19,1000033.992,1854429.147,0.41,0.57,0.64,0.67,0.69,0.55,0.39
202001,3.30441E+19,1000033.992,1854579.147,26.5,29.08,27.44,30.3,28.27,26.59,19.74
202001,3.30445E+19,1000033.992,1854629.147,28.48,31.29,29.58,32.6,30.39,28.82,21.56
202001,3.30445E+19,1000033.992,1854679.147,29.68,34.77,30.2,32.83,32.95,33.37,24.14
202001,3.30445E+19,1000033.992,1854729.147,4.4,4.89,4.75,5.05,4.7,5.01,4.1
202001,3.30445E+19,1000033.992,1854779.147,64.96,73,66.92,73.42,70.39,68.5,50.34
202001,3.30441E+19,1000033.992,1854829.147,24.86,27.28,25.76,28.43,26.56,25.11,18.63
202001,3.30441E+19,1000033.992,1854879.147,12.91,14.16,13.33,14.76,13.74,12.78,9.48
202001,3.30441E+19,1000033.992,1855029.147,0.46,0.51,0.41,0.51,0.42,0.02,0.02
202001,3.30441E+19,1000033.992,1855079.147,0.12,0.16,0.11,0.14,0.12,0,0
202001,3.30441E+19,1000033.992,1855179.147,19.99,21.93,22.78,22.85,23.52,34.87,25.89
202001,3.30441E+19,1000033.992,1855279.147,97.26,106.69,113.82,111.19,117.59,190.74,141.55
202001,3.30441E+19,1000033.992,1855529.147,12.33,13.77,12.03,13.6,13.53,10.86,8.46
202001,3.30441E+19,1000033.992,1855579.147,6.69,7.47,6.82,7.42,7.7,8,6.2
202001,3.30441E+19,1000033.992,1855629.147,0.81,0.88,0.9,1.04,0.97,0.71,0.55
202001,3.30441E+19,1000033.992,1855679.147,0.04,0.04,0.04,0.04,0.04,0,0
202001,3.30441E+19,1000033.992,1855829.147,1.39,1.57,1.29,1.75,1.48,0.04,0.04
202001,3.30441E+19,1000033.992,1856029.147,2.4,2.58,2.61,3.07,2.81,1.75,1.36
202001,3.30441E+19,1000033.992,1856079.147,0.64,0.67,0.71,0.81,0.76,0.55,0.42
202001,3.30441E+19,1000033.992,1856179.147,0.44,0.48,0.44,0.57,0.46,0.02,0
202001,3.30441E+19,1000033.992,1856429.147,0.32,0.32,0.28,0.35,0.32,0.02,0.02
202001,3.30441E+19,1000033.992,1856479.147,0.09,0.09,0.07,0.11,0.09,0,0
202001,3.30441E+19,1000033.992,1856529.147,1.17,1.31,1.13,1.24,0.97,0.02,0.04
202001,3.30441E+19,1000033.992,1856629.147,16.39,16.63,16.03,17.83,17.15,10.24,11.5
202001,3.30445E+19,1000033.992,1856679.147,18.29,17.94,18.17,20.09,20.5,17.15,18.81
202001,3.30445E+19,1000033.992,1856829.147,6.96,7.95,6.52,8.9,7.31,2.84,2.91
202001,3.30445E+19,1000033.992,1856929.147,22.62,25.99,23.61,28.01,24.24,13.35,12.96
202001,3.30445E+19,1000033.992,1856979.147,21.03,24.17,22,26.05,22.58,12.71,12.34
202001,3.30445E+19,1000033.992,1857029.147,3.5,3.99,3.3,4.47,3.69,1.57,1.61
202001,3.30441E+19,1000033.992,1857229.147,0.02,0.02,0.02,0.02,0.02,0,0
202001,3.30441E+19,1000033.992,1857279.147,0.02,0.02,0.02,0.02,0.02,0,0
202001,3.30441E+19,1000033.992,1858079.147,2.17,2.21,2.1,2.42,2.21,1.66,1.31
202001,3.30441E+19,1000033.992,1858529.147,3.2,3.27,3.27,3.5,3.58,3.41,2.47
202001,3.30441E+19,1000033.992,1858579.147,6.23,6.2,6.32,6.92,6.94,7.17,5.21
202001,3.30441E+19,1000033.992,1858729.147,15.59,15.95,16.07,17.11,17.68,17.69,12.8
202001,3.30441E+19,1000033.992,1858779.147,4.27,4.26,4.34,4.84,4.84,5.07,3.28
202001,3.30441E+19,1000033.992,1859129.147,0.05,0.05,0.05,0.05,0.05,0,0
202001,3.30441E+19,1000033.992,1859179.147,0.05,0.05,0.05,0.05,0.05,0,0
202001,3.30441E+19,1000033.992,1859229.147,3.99,4.15,4.41,4.33,4.86,5.88,4.56
202001,3.30443E+19,1000033.992,1859429.147,2.54,2.53,2.74,2.9,3.07,4.03,2.67
202001,3.30443E+19,1000033.992,1859829.147,0.95,0.92,1.04,1.06,1.2,1.24,1.08
202001,3.30443E+19,1000033.992,1860679.147,0.71,0.76,0.72,0.81,0.83,0.94,0.64
202001,3.30443E+19,1000033.992,1860729.147,0.85,0.92,0.87,0.97,0.99,1.11,0.76
202001,3.30443E+19,1000033.992,1860779.147,0.05,0.07,0.05,0.07,0.05,0.04,0.04
202001,3.30443E+19,1000033.992,1860829.147,0.02,0.04,0.02,0.04,0.02,0.02,0.02
202001,3.30443E+19,1000033.992,1860879.147,0.16,0.19,0.18,0.18,0.18,0.16,0.07
202001,3.30443E+19,1000033.992,1860929.147,1.06,1.17,1.15,1.22,1.2,1.27,0.85
202001,3.30443E+19,1000033.992,1860979.147,37.1,39.24,40.17,41.97,43.21,52.74,36.66
202001,3.30443E+19,1000033.992,1861929.147,0.04,0.04,0.02,0.04,0.02,0,0
202001,3.30441E+19,1000033.992,1863129.147,0.04,0.04,0.04,0.04,0.04,0.04,0.02
202001,3.30441E+19,1000033.992,1863179.147,41.94,41.71,40.65,43.79,49.04,67.17,50.04
202001,3.30441E+19,1000033.992,1863229.147,24.88,24.28,23.22,25.46,28.34,36.89,28.75
202001,3.30441E+19,1000033.992,1863279.147,17.2,17.11,16.48,18.49,19.53,25.67,17.45
202001,3.30441E+19,1000033.992,1863329.147,13.42,13.97,13.03,14.13,15.17,14.23,10.72
202001,3.30441E+19,1000033.992,1863379.147,12.38,12.25,9.82,12.71,11.04,1.73,1.34
202001,3.30441E+19,1000033.992,1863429.147,1.11,1.08,0.83,1.08,0.95,0.14,0.12
202001,3.30441E+19,1000033.992,1863529.147,8.58,8.44,6.75,8.74,7.66,1.38,1.08
202001,3.30441E+19,1000033.992,1863579.147,11.72,11.58,9.55,12.1,10.97,4.2,3.2
202001,3.30441E+19,1000033.992,1863629.147,0.83,0.85,0.69,0.88,0.83,0.35,0.26
202001,3.30441E+19,1000033.992,1864029.147,0.46,0.44,0.42,0.46,0.49,0.62,0.51
202001,3.33503E+19,1000033.992,1864929.147,0.57,0.55,0.44,0.57,0.46,0.04,0.04
202001,3.33503E+19,1000033.992,1866729.147,16.88,15.19,70.12,17.15,172.22,540.57,412.7
202001,3.33503E+19,1000033.992,1867279.147,0.19,0.18,0.16,0.18,0.16,0.02,0.02
202001,3.33503E+19,1000033.992,1867479.147,0.11,0.09,0.07,0.12,0.09,0,0
202001,3.33503E+19,1000033.992,1867579.147,0.02,0.02,0.02,0.04,0.02,0,0
202001,3.33503E+19,1000033.992,1867679.147,13.17,12.03,10.28,13.7,12.43,4.26,3.25
202001,3.33503E+19,1000033.992,1867729.147,0.44,0.41,0.34,0.48,0.39,0.02,0.02
202001,3.33503E+19,1000033.992,1868579.147,0,0,0.37,0,0.28,2.31,3.14
202001,3.33503E+19,1000033.992,1869679.147,14.76,13.44,15.79,17.52,24.58,29.44,25.6
202001,3.33503E+19,1000033.992,1870079.147,1.77,2.12,2.47,2.56,2.37,6.73,10.93
202001,3.33503E+19,1000033.992,1870129.147,1.78,2.14,2.49,2.6,2.38,6.8,11.02
202001,3.33503E+19,1000033.992,1871479.147,0.76,0.78,0.72,0.87,0.83,0.67,0.48
202001,3.33503E+19,1000033.992,1871529.147,2.05,2.08,2.14,2.54,2.37,2.63,1.64
202001,3.33503E+19,1000033.992,1871579.147,1.47,1.59,1.62,1.92,1.78,1.87,1.17
202001,3.33503E+19,1000033.992,1871829.147,241.28,217.53,214.16,260.83,301.6,353.9,273.29
202001,3.33503E+19,1000033.992,1871879.147,63.83,57.51,56.05,71.34,77.02,89.47,67.72
202001,3.33503E+19,1000033.992,1871929.147,41.3,44.37,41.48,46.94,48.26,50.1,32.23
202001,3.33503E+19,1000033.992,1872179.147,36,36.27,35.44,40.42,42.7,47.27,35.32
202001,3.33503E+19,1000033.992,1872229.147,1.31,1.32,1.27,1.5,1.54,1.55,1.15
202001,3.33503E+19,1000033.992,1872279.147,2.26,2.38,2.28,2.58,2.51,2.44,1.59
202001,3.33503E+19,1000033.992,1872329.147,0.94,0.92,0.94,1.13,1.04,1.11,0.69
202001,3.33503E+19,1000033.992,1872629.147,0.28,0.3,0.25,0.3,0.26,0.11,0.07
202001,3.33503E+19,1000033.992,1872679.147,0.12,0.12,0.11,0.14,0.11,0.04,0.02
202001,3.33503E+19,1000033.992,1873429.147,0.83,0.88,0.9,0.9,1.08,1.57,1.08
202001,3.33503E+19,1000033.992,1873479.147,0.81,0.87,0.9,0.88,1.04,1.57,1.04
202001,3.33503E+19,1000033.992,1874679.147,0.34,0.35,0.3,0.37,0.3,0.04,0.02
202001,3.33503E+19,1000033.992,1874729.147,0.12,0.14,0.12,0.14,0.12,0.04,0.02
202001,3.33503E+19,1000033.992,1874879.147,0.34,0.39,0.32,0.39,0.34,0.04,0.02
202001,3.33503E+19,1000033.992,1875129.147,0.23,0.26,0.23,0.26,0.23,0.02,0.02
202001,3.33503E+19,1000033.992,1875179.147,0.48,0.55,0.46,0.57,0.46,0.05,0.04
202001,3.33503E+19,1000033.992,1875229.147,0.48,0.55,0.46,0.57,0.46,0.05,0.04
202001,3.33503E+19,1000033.992,1875279.147,1.17,1.29,1.09,1.34,1.08,0.14,0.09
202001,3.33503E+19,1000033.992,1875329.147,3.97,4.45,3.94,4.49,4.17,2.3,1.48
202001,3.33503E+19,1000033.992,1875429.147,7.1,7.54,7.13,7.42,8.07,6.78,4.84
202001,3.33503E+19,1000033.992,1875679.147,0.07,0.07,0.07,0.07,0.07,0,0
202001,3.33503E+19,1000033.992,1875779.147,0.05,0.05,0.04,0.05,0.04,0,0
202001,3.33503E+19,1000033.992,1876079.147,0.07,0.07,0.05,0.07,0.05,0,0
202001,3.33503E+19,1000033.992,1876129.147,0.02,0.02,0.02,0.02,0.02,0,0
202001,3.33503E+19,1000033.992,1876229.147,0.02,0.02,0.02,0.02,0.02,0,0
202001,3.33503E+19,1000033.992,1876379.147,0.3,0.34,0.26,0.35,0.28,0,0
202001,3.33503E+19,1000033.992,1876429.147,0.28,0.3,0.25,0.32,0.26,0,0
202001,3.33503E+19,1000033.992,1876479.147,0.16,0.18,0.14,0.19,0.16,0,0
202001,3.33503E+19,1000033.992,1876679.147,0.05,0.05,0.04,0.05,0.04,0,0
202001,3.33503E+19,1000033.992,1876729.147,0.09,0.11,0.09,0.11,0.09,0,0
202001,3.33503E+19,1000033.992,1876879.147,1.7,1.84,1.66,1.84,1.77,0.99,0.65
202001,3.33503E+19,1000033.992,1876929.147,0.51,0.55,0.49,0.58,0.53,0.49,0.32
202001,3.33503E+19,1000033.992,1876979.147,4.8,5.14,4.75,5.51,5.14,3.96,2.6
202001,3.33503E+19,1000033.992,1877029.147,1.27,1.36,1.25,1.45,1.32,1.22,0.81
202001,3.33503E+19,1000033.992,1877079.147,0.95,1.01,0.94,1.08,0.99,0.92,0.6
202001,3.33503E+19,1000033.992,1877129.147,5.95,6.62,6.16,6.73,6.55,5.83,4.34
202001,3.33503E+19,1000033.992,1877179.147,2.01,2.3,2.03,2.28,2.08,1.41,1.02
202001,3.33503E+19,1000033.992,1877229.147,1.73,1.94,1.77,1.96,1.82,1.17,0.78
202001,3.33503E+19,1000033.992,1877279.147,1.29,1.45,1.29,1.45,1.32,0.9,0.65
202001,3.33503E+19,1000033.992,1877329.147,1.94,2.15,1.94,2.19,2.01,1.29,0.94
202001,3.33503E+19,1000033.992,1877379.147,4.86,5.42,5.26,5.49,5.67,6.37,4.59
202001,3.33503E+19,1000033.992,1878129.147,2.88,3.21,2.72,3.28,2.65,0.44,0.34
202001,3.33503E+19,1000033.992,1878179.147,4.11,4.59,3.85,4.73,3.76,0.28,0.21
202001,3.33503E+19,1000033.992,1878229.147,4.13,4.68,4.06,4.77,3.81,0.41,0.32
202001,3.33503E+19,1000033.992,1878279.147,0.48,0.57,0.55,0.55,0.44,0.04,0.04
202001,3.33503E+19,1000033.992,1878429.147,0.35,0.39,0.35,0.39,0.37,0.3,0.23
202001,3.33503E+19,1000033.992,1878479.147,0.02,0.02,0.02,0.02,0.02,0,0
202001,3.33503E+19,1000033.992,1879029.147,0.11,0.12,0.11,0.12,0.11,0.05,0.05
202001,3.33503E+19,1000033.992,1879079.147,1.55,1.73,1.64,1.84,1.62,0.9,0.72
202001,3.33503E+19,1000033.992,1879129.147,1.89,2.1,1.94,2.17,2.01,1.25,0.99
202001,3.33503E+19,1000033.992,1879179.147,0.28,0.3,0.28,0.32,0.28,0.14,0.12
202001,3.33503E+19,1000033.992,1879279.147,0.09,0.09,0.09,0.09,0.09,0,0
202001,3.33503E+19,1000033.992,1879329.147,0.09,0.11,0.09,0.11,0.09,0.05,0.04
202001,3.33503E+19,1000033.992,1879479.147,0.11,0.12,0.11,0.12,0.09,0,0
202001,3.33503E+19,1000033.992,1879579.147,0.55,0.6,0.55,0.62,0.51,0.04,0.04
202001,3.33503E+19,1000033.992,1879629.147,0.35,0.46,0.49,0.46,0.35,0.04,0.02
202001,3.33503E+19,1000033.992,1879679.147,0.19,0.25,0.23,0.26,0.19,0.04,0
202001,3.33503E+19,1000033.992,1879729.147,15.27,17.09,16.4,16.76,14.43,2.31,1.38
202001,3.33503E+19,1000033.992,1879779.147,21.84,24.17,22.37,24.49,20.31,3.36,2.01
202001,3.33503E+19,1000033.992,1879829.147,23.17,25.55,24.12,25.94,21.49,3.87,2.3
202001,3.33503E+19,1000033.992,1879879.147,34.65,38.37,36.25,39.17,32.26,5.44,3.27
